"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20211201 ~ 20211231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.95","202112","6","17,200","9","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.78","202112","8","17,500","14","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","84.61","202112","11","25,000","10","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.78","202112","15","18,150","13","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.95","202112","15","17,300","9","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.95","202112","15","18,500","3","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.95","202112","16","19,700","13","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","59.95","202112","19","17,700","6","1999","봉서산샛길 64","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","653","0653","0000","쌍용모란","96.87","202112","30","26,500","4","1994","쌍용17길 8","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1923","1923","0000","용암동아벽산","134.78","202112","4","37,250","6","1999","월봉로 131","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1923","1923","0000","용암동아벽산","134.78","202112","15","42,700","12","1999","월봉로 131","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1923","1923","0000","용암동아벽산","99.91","202112","16","29,000","12","1999","월봉로 131","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1923","1923","0000","용암동아벽산","134.78","202112","27","39,800","9","1999","월봉로 131","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1548","1548","0000","월봉대우","59.884","202112","21","20,000","13","1998","월봉4로 88-11","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1548","1548","0000","월봉대우","59.884","202112","23","14,800","1","1998","월봉4로 88-11","","직거래","-"
"충청남도 천안서북구 쌍용동","1538","1538","0000","월봉벽산","75.96","202112","11","21,000","11","1998","월봉4로 140-14","20211220","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1538","1538","0000","월봉벽산","75.96","202112","13","21,000","11","1998","월봉4로 140-14","20211228","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1538","1538","0000","월봉벽산","75.96","202112","13","21,000","11","1998","월봉4로 140-14","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1547","1547","0000","월봉일성5","84.9","202112","2","22,500","1","1999","월봉4로 120-16","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1547","1547","0000","월봉일성5","84.9","202112","10","29,000","4","1999","월봉4로 120-16","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1547","1547","0000","월봉일성5","59.99","202112","18","17,700","15","1999","월봉4로 120-16","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1547","1547","0000","월봉일성5","59.99","202112","22","19,000","11","1999","월봉4로 120-16","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","2","16,000","11","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","4","16,700","7","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","4","13,500","2","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","8","15,700","8","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","11","16,200","9","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","16","13,900","7","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","17","13,400","2","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","17","15,000","10","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","18","15,500","15","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1367","1367","0000","월봉청솔1단지","50.16","202112","29","16,300","12","2000","월봉4로 140-9","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1561","1561","0000","월봉청솔2차","48.45","202112","2","14,300","1","2000","월봉7길 77","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1561","1561","0000","월봉청솔2차","48.45","202112","13","15,300","10","2000","월봉7길 77","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1561","1561","0000","월봉청솔2차","48.45","202112","17","14,000","4","2000","월봉7길 77","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1561","1561","0000","월봉청솔2차","48.45","202112","18","14,900","4","2000","월봉7길 77","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1561","1561","0000","월봉청솔2차","48.45","202112","28","15,800","9","2000","월봉7길 77","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1538","1538","0000","월봉태영","75.96","202112","11","21,500","15","1998","월봉4로 140-16","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1552","1552","0000","월봉현대","99.17","202112","14","27,900","8","1998","월봉4로 91","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","379-33","0379","0033","이화","71.56","202112","6","14,000","5","1985","다가말2길 14","","중개거래","충남 천안동남구"
"충청남도 천안서북구 쌍용동","379-33","0379","0033","이화","71.56","202112","13","12,500","1","1985","다가말2길 14","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","379-33","0379","0033","이화","71.56","202112","18","12,500","1","1985","다가말2길 14","20220308","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","379-33","0379","0033","이화","54.73","202112","20","6,000","1","1985","다가말2길 14","","직거래","-"
"충청남도 천안서북구 쌍용동","848","0848","0000","일성","84.72","202112","8","16,000","2","1992","봉서7길 13","","직거래","-"
"충청남도 천안서북구 쌍용동","788","0788","0000","일성2","59.81","202112","20","13,900","3","1994","봉서5길 11-19","","중개거래","충남 천안동남구"
"충청남도 천안서북구 쌍용동","652","0652","0000","일성3차(능수)","59.68","202112","1","17,700","16","1994","쌍용17길 25","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","652","0652","0000","일성3차(능수)","59.68","202112","12","19,000","6","1994","쌍용17길 25","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","652","0652","0000","일성3차(능수)","59.68","202112","13","15,000","1","1994","쌍용17길 25","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","652","0652","0000","일성3차(능수)","84.92","202112","13","22,000","5","1994","쌍용18길 36","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1282","1282","0000","주공7단지2차","41.85","202112","3","10,700","14","1995","쌍용11길 55","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1289","1289","0000","주공7단지3차","59.85","202112","13","12,000","1","1995","쌍용11길 58","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1289","1289","0000","주공7단지3차","59.85","202112","27","15,000","4","1995","쌍용11길 58","","직거래","-"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","59.71","202112","5","19,050","3","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","7","15,500","6","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","12","15,000","11","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","39.69","202112","14","10,500","9","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","15","15,700","12","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","17","13,500","2","1998","봉서산샛길 65","","직거래","-"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","39.69","202112","17","9,220","6","1998","봉서산샛길 65","","직거래","-"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","39.69","202112","19","11,000","6","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","39.69","202112","22","10,500","13","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","22","15,800","14","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","39.69","202112","28","10,600","14","1998","봉서산샛길 65","20220304","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1914","1914","0000","주공9","49.77","202112","30","15,500","9","1998","봉서산샛길 65","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2134","2134","0000","천안쌍용역코오롱하늘채","70.87","202112","22","41,500","15","2018","월봉로 15","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","565","0565","0000","한라동백","59.76","202112","17","17,200","4","1995","쌍용17길 13","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","565","0565","0000","한라동백","59.76","202112","29","18,500","6","1995","쌍용17길 13","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","1363-1","1363","0001","해누리선경","84.972","202112","3","20,800","1","1996","충무로 158-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","388-2","0388","0002","현대3","59.4","202112","21","15,000","18","1994","충무로 208","","중개거래","충남 천안동남구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","84.718","202112","4","33,800","12","2004","충무로 124-24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","84.718","202112","4","37,750","10","2004","충무로 124-24","","중개거래","충남 아산시, 충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","84.718","202112","5","31,000","6","2004","충무로 124-24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","84.718","202112","15","32,000","7","2004","충무로 124-24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","123.586","202112","22","39,800","3","2004","충무로 124-24","20220203","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","123.586","202112","22","39,800","3","2004","충무로 124-24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2045","2045","0000","현대6차1단지","59.367","202112","31","24,000","5","2004","충무로 124-24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2041","2041","0000","현대6차2단지","84.718","202112","18","32,000","14","2004","충무로 124-25","","중개거래","충남 천안서북구"
"충청남도 천안서북구 쌍용동","2041","2041","0000","현대6차2단지","84.718","202112","24","29,500","2","2004","충무로 124-25","","중개거래","충남 천안서북구"
"충청남도 천안서북구 와촌동","173","0173","0000","신동아파밀리에","84.9816","202112","10","27,500","2","2005","천안천4길 18-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 와촌동","173","0173","0000","신동아파밀리에","84.9816","202112","15","33,500","13","2005","천안천4길 18-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 와촌동","173","0173","0000","신동아파밀리에","84.9816","202112","18","35,000","11","2005","천안천4길 18-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 와촌동","186","0186","0000","천안역사동아라이크텐","65.6685","202112","22","44,000","43","2021","천안천4길 20","","중개거래","충남 천안서북구"
"충청남도 천안서북구 입장면 도림리","341-1","0341","0001","한성","39.512","202112","1","3,700","1","1999","도림길 10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 입장면 도림리","341-1","0341","0001","한성","54.272","202112","17","6,200","1","1999","도림길 10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 입장면 도림리","341-1","0341","0001","한성","39.512","202112","27","3,500","2","1999","도림길 10","","직거래","-"
"충청남도 천안서북구 입장면 하장리","84","0084","0000","연합초원","59.49","202112","6","5,300","5","1996","입장로 121","","중개거래","충남 천안서북구"
"충청남도 천안서북구 입장면 하장리","84","0084","0000","연합초원","59.49","202112","15","5,300","5","1996","입장로 121","","중개거래","충남 천안서북구"
"충청남도 천안서북구 입장면 하장리","84","0084","0000","연합초원","53.82","202112","20","7,300","3","1996","입장로 121","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 군동리","39","0039","0000","희홍밸러-뷰","56.0499","202112","6","7,200","4","2010","직산로 252-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 군동리","39","0039","0000","희홍밸러-뷰","56.0499","202112","11","6,400","5","2010","직산로 252-10","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 군서리","428-3","0428","0003","청호","53.3","202112","4","4,900","3","1993","군수1길 78-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 군서리","428-5","0428","0005","청호7차","55.84","202112","27","4,500","3","1995","군수1길 78-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","3","4,900","5","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","3","5,000","6","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","4","4,700","7","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","7","4,300","2","1998","2공단5로 169","","중개거래","충남 천안동남구, 충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","12","4,900","6","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","13","4,450","5","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","16","4,800","10","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","21","4,900","10","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","28","5,350","4","1998","2공단5로 169","20211229","중개거래","충남 천안동남구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","28","5,350","4","1998","2공단5로 169","","중개거래","충남 천안동남구"
"충청남도 천안서북구 직산읍 모시리","242-5","0242","0005","대림","39.95","202112","30","5,250","7","1998","2공단5로 169","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","253-38","0253","0038","동보호수마을","25.725","202112","24","1,550","9","1997","상덕로 32","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","206-13","0206","0013","우성8차","49.71","202112","1","5,900","11","1995","자은가리1길 68","","직거래","-"
"충청남도 천안서북구 직산읍 모시리","206-13","0206","0013","우성8차","49.71","202112","3","4,500","4","1995","자은가리1길 68","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","206-13","0206","0013","우성8차","49.71","202112","4","6,220","13","1995","자은가리1길 68","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","206-13","0206","0013","우성8차","49.71","202112","17","5,300","12","1995","자은가리1길 68","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 모시리","206-13","0206","0013","우성8차","49.71","202112","20","5,900","10","1995","자은가리1길 68","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","72-4","0072","0004","일진","64.74","202112","21","6,800","4","1990","삼은5길 14","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","69-14","0069","0014","정석","51.79","202112","13","6,000","3","1991","직산로 18-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","74-3","0074","0003","직산세광엔리치빌1차2단지","88.7628","202112","14","22,000","15","2005","삼은4길 18-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","74-3","0074","0003","직산세광엔리치빌1차2단지","101.2923","202112","18","24,000","8","2005","삼은4길 18-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","74-3","0074","0003","직산세광엔리치빌1차2단지","88.7628","202112","23","23,850","14","2005","삼은4길 18-23","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","395","0395","0000","직산코아루","84.943","202112","14","19,500","7","2005","삼은3길 34","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","70","0070","0000","직산한도","45.945","202112","4","7,000","10","1993","직산로 24","","직거래","-"
"충청남도 천안서북구 직산읍 삼은리","70","0070","0000","직산한도","44.325","202112","18","8,000","11","1993","직산로 24","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","584","0584","0000","직산한양수자인아이림아파트","63.8481","202112","16","29,000","12","2019","천안밸리로 22-11","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","72-19","0072","0019","청림","32.82","202112","2","4,100","3","1990","삼은5길 18","20220117","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","72-19","0072","0019","청림","32.82","202112","11","4,200","3","1990","삼은5길 18","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","59-7","0059","0007","청호6차","59.765","202112","18","14,000","9","1995","직산로 18-41","20211228","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","59-7","0059","0007","청호6차","59.765","202112","18","14,000","9","1995","직산로 18-41","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 삼은리","575","0575","0000","한양수자인비다펠리즈","59.1619","202112","9","27,000","10","2019","천안밸리로 22-22","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 상덕리","107","0107","0000","직산산호","49.8","202112","1","3,000","7","1997","양당율금길 4-30","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 상덕리","107","0107","0000","직산산호","49.8","202112","7","4,650","13","1997","양당율금길 4-30","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 상덕리","107","0107","0000","직산산호","59.34","202112","10","5,000","4","1997","양당율금길 4-30","","직거래","-"
"충청남도 천안서북구 직산읍 상덕리","107","0107","0000","직산산호","49.8","202112","21","3,000","9","1997","양당율금길 4-30","","직거래","-"
"충청남도 천안서북구 직산읍 수헐리","16-1","0016","0001","직산부영","49.662","202112","8","7,100","4","1998","천안대로 1718","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 수헐리","16-1","0016","0001","직산부영","49.662","202112","11","8,900","8","1998","천안대로 1718","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 수헐리","16-1","0016","0001","직산부영","49.662","202112","18","7,400","12","1998","천안대로 1718","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 수헐리","16-1","0016","0001","직산부영","49.662","202112","22","7,500","5","1998","천안대로 1718","","중개거래","충남 천안서북구"
"충청남도 천안서북구 직산읍 수헐리","16-1","0016","0001","직산부영","49.662","202112","22","6,630","1","1998","천안대로 1718","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","442","0442","0000","e편한세상스마일시티","84.91","202112","22","36,000","13","2015","3공단6로 85-27","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","442","0442","0000","e편한세상스마일시티","51.99","202112","26","25,000","16","2015","3공단6로 85-27","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","442","0442","0000","e편한세상스마일시티","84.96","202112","28","40,000","14","2015","3공단6로 85-27","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","543","0543","0000","e편한세상스마일시티2차","59.9819","202112","3","30,500","7","2016","3공단6로 125","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","543","0543","0000","e편한세상스마일시티2차","59.9819","202112","7","29,000","13","2016","3공단6로 125","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","543","0543","0000","e편한세상스마일시티2차","51.9946","202112","18","26,500","15","2016","3공단6로 125","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","543","0543","0000","e편한세상스마일시티2차","59.9819","202112","25","31,000","19","2016","3공단6로 125","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","59.9476","202112","13","35,000","16","2016","3공단6로 123","20211214","중개거래","경기 의정부시"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","51.9931","202112","17","25,100","22","2016","스마일시티2로 1","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","84.9804","202112","22","43,200","14","2016","3공단6로 123","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","84.9804","202112","26","41,600","8","2016","3공단6로 123","","중개거래","충남 천안서북구"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","51.9931","202112","27","26,568","4","2016","3공단6로 123","","직거래","-"
"충청남도 천안서북구 차암동","550","0550","0000","천안스마일시티효성해링턴플레이스","51.9931","202112","31","24,000","5","2016","3공단6로 123","","중개거래","충남 천안서북구"
"충청남도 청양군 정산면 서정리","156-42","0156","0042","정산필로스캐슬","59.3666","202112","2","14,800","7","2014","효자길 9-15","","중개거래","충남 청양군"
"충청남도 청양군 청양읍 읍내리","218-1","0218","0001","은혜","59.52","202112","23","7,500","1","1992","중앙로13길 11","","직거래","-"
"충청남도 태안군 안면읍 승언리","972-1","0972","0001","골든캐슬","81.075","202112","26","15,200","7","2007","장터로 167","","직거래","-"
"충청남도 태안군 태안읍 남문리","647-2","0647","0002","렉시움","84.8746","202112","20","17,500","1","2015","환동로 36","","직거래","-"
"충청남도 태안군 태안읍 남문리","575-20","0575","0020","삼호(575-20)","67.5","202112","20","4,000","4","1988","능샘1길 37","","직거래","-"
"충청남도 태안군 태안읍 남문리","90-10","0090","0010","진흥W-park","84.958","202112","2","17,800","7","2006","군청10길 14","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 남문리","90-10","0090","0010","진흥W-park","84.958","202112","6","16,500","13","2006","군청10길 14","","직거래","-"
"충청남도 태안군 태안읍 남문리","790","0790","0000","태안남문미소지움","76.6404","202112","13","25,000","9","2019","환동로 43-12","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 남문리","787","0787","0000","태안남문코아루","84.912","202112","6","21,800","2","2014","후곡로 16","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 남문리","787","0787","0000","태안남문코아루","59.577","202112","10","19,600","17","2014","후곡로 16","","직거래","-"
"충청남도 태안군 태안읍 남문리","787","0787","0000","태안남문코아루","84.922","202112","14","24,700","12","2014","후곡로 16","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 남문리","787","0787","0000","태안남문코아루","59.899","202112","15","18,300","16","2014","후곡로 16","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","413-1","0413","0001","대림","66.42","202112","8","4,800","11","1991","한양길 61-30","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","413-1","0413","0001","대림","66.42","202112","8","4,800","11","1991","한양길 61-30","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","413-1","0413","0001","대림","81.27","202112","14","7,700","6","1991","한양길 61-30","","직거래","-"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","84.45","202112","2","20,300","5","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","49.85","202112","6","8,500","1","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","39.51","202112","11","8,000","6","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","49.85","202112","16","9,000","8","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","39.51","202112","23","7,500","13","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","92-1","0092","0001","주공","39.51","202112","24","8,100","11","2000","동문7길 20","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","410-1","0410","0001","초원","59.925","202112","9","6,400","8","1996","한양길 61-28","","직거래","-"
"충청남도 태안군 태안읍 동문리","433-1","0433","0001","태안","48.54","202112","8","4,500","2","1989","한양길 40-12","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 동문리","433-1","0433","0001","태안","48.54","202112","19","4,700","4","1989","한양길 40-12","","중개거래","충남 서산시"
"충청남도 태안군 태안읍 동문리","936","0936","0000","태안동문이테크코아루","84.6956","202112","6","31,900","11","2018","동평로 45","","직거래","-"
"충청남도 태안군 태안읍 동문리","936","0936","0000","태안동문이테크코아루","84.6956","202112","9","30,800","6","2018","동평로 45","","중개거래","충남 태안군"
"충청남도 태안군 태안읍 삭선리","765-2","0765","0002","삼호(765-2)","47.36","202112","2","3,600","7","1998","백교길 53-4","","직거래","-"
"충청남도 태안군 태안읍 삭선리","765-2","0765","0002","삼호(765-2)","47.36","202112","11","4,200","3","1998","백교길 53-4","","중개거래","충남 태안군"
